"Welfare" "Constant" "X1" "X2" "Domain" "SampWeight"
22.8760320946049 1 0 1 4 5
30.9894306511743 1 0 0 4 5
14.3389446082023 1 1 0 4 5
8.53189473717123 1 0 0 4 5
12.6726410350958 1 0 0 4 5
12.3781395416210 1 1 0 4 5
30.2643337299313 1 0 0 4 5
14.7883270814266 1 0 0 4 5
16.8203256552537 1 0 0 4 5
25.3812528555413 1 0 0 4 5
16.5163610186772 1 0 1 4 5
25.8963117831309 1 0 0 4 5
29.6338856447933 1 0 1 4 5
14.9751924308431 1 0 0 4 5
30.3529336597744 1 1 0 4 5
26.2737155357856 1 0 0 4 5
7.87910129125877 1 0 0 4 5
19.9901340146849 1 0 1 4 5
19.2668679539975 1 0 1 4 5
37.1819435732453 1 1 0 4 5
24.2336424690106 1 0 0 4 5
25.9650329141943 1 0 0 4 5
18.2241208060182 1 0 0 4 5
28.1958630906314 1 1 1 4 5
9.11669693106543 1 0 1 4 5
15.0564192362653 1 1 0 4 5
12.5953168401020 1 0 0 4 5
33.8518230331758 1 0 0 4 5
14.3824539407028 1 0 0 4 5
7.46807035726255 1 0 0 4 5
60.336149408391 1 0 0 4 5
27.4712200730405 1 1 0 4 5
9.47576609382608 1 0 0 4 5
30.6381812830935 1 0 0 4 5
21.0778187551558 1 1 0 4 5
14.4590999700413 1 0 0 5 5
16.4693475438940 1 0 0 5 5
22.2179842539945 1 0 0 5 5
26.4580880196936 1 0 0 5 5
5.9814734348557 1 0 0 5 5
23.9722069770771 1 1 0 5 5
18.2261187823115 1 0 0 5 5
18.9204814484505 1 0 0 5 5
8.11976946464633 1 0 0 5 5
25.6883673065423 1 0 0 5 5
18.5599913964394 1 0 0 5 5
24.9778678506775 1 0 0 5 5
8.56127854397133 1 0 0 5 5
17.5131107687915 1 1 0 5 5
22.7025608044533 1 0 1 5 5
12.4887349989591 1 0 0 5 5
32.6555104628443 1 0 1 5 5
12.5924657731926 1 0 0 5 5
24.3187861544517 1 0 1 5 5
9.00860935716813 1 0 0 5 5
29.1639698632423 1 0 0 5 5
11.4327297481069 1 1 0 5 5
11.1000310589794 1 0 0 5 5
27.2596353322819 1 0 0 5 5
19.3637691494616 1 0 1 5 5
27.3766454995064 1 0 0 5 5
12.4434707226999 1 0 0 5 5
12.6679359066071 1 1 0 5 5
69.0401583952844 1 0 0 5 5
60.3673338696031 1 1 0 5 5
6.38169706368073 1 0 0 5 5
12.2642750772821 1 0 1 5 5
27.0758562472666 1 0 0 5 5
19.7992848670489 1 0 0 5 5
20.2754200218918 1 0 0 5 5
10.1313012101227 1 0 0 5 5
24.5426185512368 1 0 0 5 5
15.2235467157148 1 1 1 5 5
11.4762271913017 1 0 0 5 5
13.4194558541505 1 0 0 5 5
10.2140813745551 1 0 1 5 5
23.8911989703578 1 0 0 5 5
16.7426104472206 1 1 0 5 5
13.6698479309445 1 0 0 5 5
14.6763418021286 1 1 1 5 5
13.3699635454381 1 1 1 5 5
18.4608602482101 1 0 0 5 5
19.6701076245408 1 0 0 5 5
18.984204188141 1 0 0 5 5
22.6140559456732 1 0 0 5 5
14.7739434221829 1 0 0 6 5
37.2227937233897 1 0 0 6 5
32.2403677550721 1 0 0 6 5
20.3185453187462 1 0 0 6 5
32.2129956555001 1 0 0 6 5
36.6956531428115 1 0 0 6 5
22.7714749575518 1 0 0 6 5
25.6987530863965 1 0 0 6 5
14.1721311703898 1 0 1 6 5
26.0757600739682 1 0 0 6 5
10.222905308183 1 1 0 6 5
6.20242613674845 1 1 0 6 5
33.1571018777673 1 0 0 6 5
15.4634017042252 1 0 0 6 5
15.6241734542322 1 0 0 6 5
11.4278632258268 1 0 0 6 5
14.102876369139 1 0 0 6 5
11.8545600129640 1 0 0 6 5
8.74638241941876 1 0 0 6 5
20.187991252729 1 0 0 6 5
26.5314218252775 1 0 1 6 5
12.4718427960243 1 0 0 6 5
28.504164277964 1 1 0 6 5
24.0954992192565 1 0 0 6 5
16.7836635685761 1 1 0 6 5
5.58152449842949 1 0 0 6 5
18.8870247604145 1 0 0 6 5
29.2218805309695 1 0 0 6 5
21.3816216459847 1 0 0 6 5
13.5035750036486 1 1 1 6 5
28.4593075226909 1 0 0 6 5
13.1863490750262 1 1 1 6 5
23.3846777432148 1 0 1 6 5
15.2190177806444 1 0 0 6 5
27.1904923961800 1 0 0 6 5
14.121746962647 1 0 0 6 5
16.1926050275334 1 1 0 6 5
18.6795157326229 1 1 0 6 5
23.8958141513755 1 1 0 6 5
14.5113133880387 1 0 0 6 5
6.06825674968476 1 0 0 6 5
24.1161550658418 1 0 1 6 5
30.8456551548397 1 1 1 6 5
11.5459245371140 1 1 0 6 5
12.3753806634245 1 0 0 6 5
37.2496000225073 1 1 0 6 5
26.9249817270728 1 0 0 6 5
42.2494049059275 1 1 0 6 5
25.9142011278821 1 1 0 6 5
30.0282394834176 1 0 0 6 5
12.4122916440317 1 0 0 7 5
8.2711218966273 1 1 0 7 5
28.148231709848 1 0 0 7 5
32.331295273173 1 0 0 7 5
15.1762713524610 1 1 0 7 5
8.5133665971298 1 0 0 7 5
19.8329199313695 1 0 1 7 5
12.6552745442177 1 1 0 7 5
12.3245742979303 1 0 0 7 5
28.3346780751074 1 1 0 7 5
38.1096060977196 1 1 0 7 5
15.5590275931025 1 0 0 7 5
10.6000836298176 1 0 0 7 5
20.5555552286563 1 0 0 7 5
9.50941455300026 1 0 0 7 5
24.2541627588663 1 0 0 7 5
15.5553866889251 1 0 0 7 5
4.12039920988506 1 0 0 7 5
8.54709952489913 1 1 0 7 5
10.3235057329612 1 0 1 7 5
12.9080489839008 1 0 0 7 5
8.0486804781876 1 0 0 7 5
4.94535943812066 1 0 1 7 5
16.5918607911682 1 0 0 7 5
20.3582092655841 1 1 0 7 5
56.4177333916771 1 0 0 7 5
39.6417194765142 1 0 0 7 5
7.80628826408251 1 0 0 7 5
15.7001492172415 1 1 0 7 5
8.90544901819013 1 0 0 7 5
17.0920316582637 1 0 0 7 5
10.6886986872195 1 0 0 7 5
10.0173229969250 1 0 0 7 5
22.8395352754338 1 0 1 7 5
23.8400558287249 1 1 0 7 5
17.6916357712562 1 1 0 7 5
14.3668460517739 1 0 0 7 5
8.83853624169606 1 0 0 7 5
15.2543338321419 1 1 1 7 5
5.83331962420865 1 1 1 7 5
16.0333216655296 1 0 1 7 5
34.0077992219803 1 1 0 7 5
14.9571557374106 1 0 0 7 5
27.733915628667 1 1 0 7 5
5.25295877401802 1 0 0 7 5
14.5277322644240 1 0 0 7 5
19.555551979176 1 0 0 7 5
16.3779932119458 1 1 0 7 5
18.6687941726462 1 0 0 7 5
12.0107012806964 1 0 1 7 5
13.6248430181719 1 0 0 8 5
20.6515018200836 1 0 0 8 5
16.3037646187931 1 0 0 8 5
15.2721072300067 1 0 0 8 5
25.6269096590537 1 1 1 8 5
14.7336762697273 1 1 1 8 5
28.0381052166983 1 0 1 8 5
19.50390637299 1 0 0 8 5
48.76311894417 1 0 0 8 5
13.5687927548573 1 0 0 8 5
17.9626107761875 1 0 0 8 5
18.1638089917246 1 1 0 8 5
16.3484771986330 1 0 0 8 5
20.3733763240569 1 0 1 8 5
31.3380686826243 1 0 0 8 5
8.08165366345147 1 1 0 8 5
28.8330218566320 1 0 0 8 5
11.5669259906293 1 1 0 8 5
25.5987637771295 1 0 0 8 5
43.9182828968643 1 1 0 8 5
46.2099305290955 1 0 0 8 5
18.2827309476191 1 0 0 8 5
34.3433942520175 1 0 0 8 5
12.8640756740844 1 1 0 8 5
17.7758234623500 1 1 0 8 5
17.6208918671699 1 0 0 8 5
13.3804338893032 1 0 0 8 5
16.3103513374290 1 1 0 8 5
19.3063886682551 1 0 0 8 5
36.6944341767287 1 0 0 8 5
17.0701021979803 1 0 0 8 5
59.9407137863929 1 1 0 8 5
18.0902982633668 1 0 0 8 5
12.1811231176363 1 1 0 8 5
9.2004966625357 1 0 0 8 5
8.13251278257376 1 1 0 8 5
13.8950326225175 1 0 0 8 5
27.1214460312185 1 0 0 8 5
25.4414281140562 1 0 0 8 5
17.2054395939768 1 0 0 8 5
21.2302684504856 1 0 0 8 5
27.5809669507915 1 0 0 8 5
40.3394645370378 1 1 0 8 5
10.6741108114458 1 0 0 8 5
35.5124082548348 1 1 1 8 5
25.5906983239672 1 1 0 8 5
9.92200257435416 1 0 0 8 5
11.5098135445461 1 1 0 8 5
11.1786622139568 1 0 0 8 5
47.9105692249118 1 1 0 8 5
47.4112988740249 1 0 0 9 5
56.9631802306032 1 0 0 9 5
9.05524547901756 1 0 0 9 5
31.6199072632253 1 0 0 9 5
19.5340515510317 1 0 1 9 5
41.7374288307835 1 1 0 9 5
26.0760950620385 1 0 1 9 5
77.4276900012204 1 1 0 9 5
23.5254853282431 1 1 1 9 5
24.0882909868554 1 0 0 9 5
38.1112993895663 1 0 0 9 5
16.7709812585015 1 1 0 9 5
39.2627814130551 1 1 0 9 5
8.51841335904827 1 1 0 9 5
23.4662631632075 1 0 0 9 5
22.4061227671834 1 1 1 9 5
48.6739390426661 1 0 0 9 5
14.0255337194536 1 1 0 9 5
56.8302822991592 1 0 0 9 5
24.7072130527616 1 1 0 9 5
12.1223017781390 1 0 0 9 5
14.1337697604527 1 0 1 9 5
9.68981514311116 1 0 0 9 5
22.6628117148110 1 0 0 9 5
34.0323084289993 1 0 0 9 5
24.0844403882661 1 0 1 9 5
20.9146400231217 1 1 0 9 5
7.9006797897874 1 1 0 9 5
12.4865714805154 1 0 0 9 5
74.383618170165 1 0 0 9 5
48.7959147745393 1 0 0 9 5
39.4005446058571 1 1 1 9 5
13.8650792097354 1 1 0 9 5
55.2161924428073 1 1 0 9 5
20.4399377437006 1 0 0 9 5
23.0399968172191 1 0 0 9 5
29.1917660188601 1 1 0 9 5
11.6318591951565 1 0 0 9 5
39.4528034461911 1 0 1 9 5
32.5567073648555 1 0 0 9 5
27.7098697045791 1 0 0 9 5
7.81229129289491 1 0 0 9 5
69.8562680136692 1 0 0 9 5
35.2497941461943 1 0 0 9 5
24.5465065657983 1 0 0 9 5
27.7556992094474 1 0 1 9 5
18.9219440661543 1 1 0 9 5
8.46081240652801 1 0 0 9 5
32.7605494838085 1 0 1 9 5
22.1753888260690 1 0 0 9 5
11.0157201036508 1 1 0 10 5
14.0722762060882 1 1 0 10 5
39.7089812349756 1 0 0 10 5
21.6488220183001 1 0 0 10 5
35.8326381792626 1 0 0 10 5
27.3092883610532 1 0 0 10 5
20.36310631067 1 1 0 10 5
77.0154148674918 1 0 1 10 5
11.7899003007524 1 1 0 10 5
15.8603536752498 1 0 0 10 5
20.7410323748779 1 0 0 10 5
44.6843843176328 1 0 0 10 5
47.2969801397053 1 1 0 10 5
9.16982691301473 1 1 1 10 5
26.6606124292374 1 1 0 10 5
24.4897071614502 1 0 0 10 5
30.6059588659204 1 1 0 10 5
12.5973430445779 1 0 0 10 5
8.97927722813834 1 0 0 10 5
22.1978139741932 1 0 0 10 5
17.8284477171673 1 0 0 10 5
7.99218860249867 1 1 1 10 5
44.8891146246016 1 1 1 10 5
60.8326376713288 1 0 0 10 5
26.1962934624439 1 0 0 10 5
23.5236078476596 1 1 0 10 5
37.006302854524 1 0 0 10 5
30.3751282254327 1 1 0 10 5
17.4235027024371 1 1 0 10 5
22.1459418137093 1 0 0 10 5
32.9868931981809 1 1 0 10 5
13.3258985114403 1 0 0 10 5
17.1102816248922 1 0 0 10 5
12.2520485377048 1 1 0 10 5
23.5537518587957 1 0 0 10 5
7.5660095062681 1 1 0 10 5
39.1142144677506 1 0 0 10 5
20.0498500954802 1 0 1 10 5
24.6247416675129 1 1 0 10 5
14.9299314905930 1 1 0 10 5
27.9098160295591 1 1 0 10 5
15.6204493255214 1 0 0 10 5
27.4692351188898 1 1 0 10 5
9.93431054183477 1 0 0 10 5
23.6584857022013 1 0 1 10 5
8.31559529948845 1 1 0 10 5
35.8931025989232 1 0 0 10 5
32.2032606196747 1 1 0 10 5
16.7509031925980 1 1 1 10 5
19.4520131955596 1 1 0 10 5
12.8250961223258 1 1 0 11 5
6.84231447614223 1 0 0 11 5
14.1956161687587 1 0 0 11 5
12.0347213723308 1 0 0 11 5
25.7932968922719 1 0 0 11 5
25.9284701466773 1 1 0 11 5
15.4091973808863 1 1 0 11 5
35.8989321377337 1 0 0 11 5
18.1652012662057 1 0 0 11 5
30.7653679293692 1 1 1 11 5
9.57434182395211 1 0 0 11 5
23.2765284301639 1 0 1 11 5
16.7001352171642 1 0 0 11 5
26.3008377954405 1 1 1 11 5
15.0370015082678 1 0 0 11 5
16.2357519314391 1 0 0 11 5
10.7240051314249 1 0 0 11 5
10.5934928517248 1 0 0 11 5
25.8355301183468 1 1 0 11 5
10.4945798323874 1 0 0 11 5
25.9219019714076 1 1 0 11 5
17.795672518705 1 1 0 11 5
32.1688274583603 1 0 0 11 5
11.2884621564331 1 0 0 11 5
13.3110754464252 1 0 0 11 5
22.3769542059961 1 0 0 11 5
17.8367987514589 1 0 0 11 5
32.4550668300876 1 0 0 11 5
14.8275757741979 1 0 0 11 5
22.0673819845294 1 0 0 11 5
32.9541989708546 1 1 0 11 5
28.3273279675764 1 0 0 11 5
23.700635487973 1 0 0 11 5
9.23571403169216 1 1 0 11 5
40.5395034875091 1 1 0 11 5
7.29783518092068 1 1 0 11 5
12.2210109829038 1 0 0 11 5
22.0846813002575 1 0 0 11 5
29.9594963994715 1 0 0 11 5
20.4382820638027 1 0 0 11 5
36.6847643041357 1 0 0 11 5
6.2265412079847 1 1 0 11 5
13.7153565790674 1 0 1 11 5
23.2999849750475 1 0 0 11 5
89.8791562314487 1 0 0 11 5
30.2882521124811 1 1 0 11 5
41.3379301595853 1 1 0 11 5
23.6487014521025 1 0 0 11 5
29.6457001046721 1 0 0 11 5
39.3207503289514 1 0 1 11 5
23.3286435531769 1 0 0 12 5
11.9273098262101 1 0 1 12 5
14.6656775420494 1 0 0 12 5
19.2534015251362 1 1 1 12 5
25.2281467500977 1 0 0 12 5
18.3919909578284 1 0 0 12 5
43.5116687748907 1 0 0 12 5
22.2835675998746 1 1 0 12 5
20.1913801672898 1 0 1 12 5
24.6919242560978 1 1 0 12 5
12.2818645023065 1 1 0 12 5
15.2268156085290 1 1 1 12 5
24.9025832899202 1 1 0 12 5
19.1023243034262 1 1 0 12 5
17.4863430959314 1 1 0 12 5
40.5535408063528 1 1 0 12 5
31.3278355532641 1 1 0 12 5
5.07219211492828 1 1 0 12 5
9.91825067243604 1 0 0 12 5
15.8199740121407 1 0 0 12 5
15.4476164823393 1 0 0 12 5
8.54683515756177 1 0 0 12 5
19.9035233773491 1 0 1 12 5
22.3661431979792 1 0 0 12 5
16.3657269210888 1 0 1 12 5
23.0143332973505 1 1 0 12 5
18.8264181471823 1 1 0 12 5
17.6218035822255 1 0 0 12 5
20.601295172921 1 0 0 12 5
11.8921453785924 1 1 0 12 5
36.275488236099 1 1 1 12 5
8.86601011241918 1 0 0 12 5
8.81294399854083 1 0 0 12 5
15.6010738575285 1 1 0 12 5
12.4039459468453 1 1 0 12 5
19.3080363007357 1 0 0 12 5
15.0982980919231 1 0 0 12 5
12.1474028889436 1 0 0 12 5
33.0930234077975 1 0 0 12 5
12.3432401531205 1 0 1 12 5
13.9646902484673 1 1 0 12 5
6.40200409267779 1 0 1 12 5
12.8046354880352 1 1 0 12 5
7.33767489040887 1 0 1 12 5
47.5366402833115 1 1 0 12 5
13.3140463479478 1 1 0 12 5
35.8842775706248 1 0 1 12 5
16.0687799670641 1 1 1 12 5
22.1017451280004 1 0 0 12 5
18.1531307792007 1 0 1 12 5
35.3245114116539 1 1 0 13 5
17.109686917078 1 0 1 13 5
9.45996193153183 1 0 0 13 5
10.3952553347383 1 0 0 13 5
35.360223030454 1 0 1 13 5
8.1253106349624 1 0 0 13 5
24.5802530052631 1 1 0 13 5
20.9875344822613 1 0 1 13 5
10.6348025869222 1 1 0 13 5
19.1637246944080 1 1 0 13 5
6.09201161745495 1 1 0 13 5
12.3073988525802 1 0 1 13 5
17.0298131745649 1 0 0 13 5
5.96652647561453 1 1 0 13 5
9.42161169067233 1 0 1 13 5
19.3318993621342 1 1 1 13 5
19.1538380168388 1 0 0 13 5
28.7993354445658 1 1 0 13 5
22.4883789334002 1 1 1 13 5
6.15618101820172 1 0 0 13 5
29.9062285169802 1 0 0 13 5
11.8044995088676 1 0 0 13 5
36.2343534282185 1 1 0 13 5
13.6108525698635 1 1 0 13 5
28.7491689338915 1 1 1 13 5
19.8327734576679 1 0 0 13 5
11.6530156909464 1 0 0 13 5
17.0113027777247 1 0 0 13 5
18.3503851570299 1 0 0 13 5
9.93765766478118 1 0 1 13 5
13.9115966183346 1 0 0 13 5
50.9958115204058 1 0 0 13 5
44.8246554739832 1 1 0 13 5
12.5974569632153 1 1 0 13 5
25.2244149973674 1 0 0 13 5
12.9425508809942 1 0 0 13 5
13.1359199955694 1 1 0 13 5
33.9133492136339 1 0 0 13 5
7.33858180317137 1 0 0 13 5
7.6314144119318 1 1 0 13 5
18.5661264844220 1 0 0 13 5
10.5840592344395 1 1 0 13 5
34.2631661474290 1 1 1 13 5
28.7945738678273 1 0 0 13 5
17.6577546394364 1 0 0 13 5
13.3765566736465 1 0 0 13 5
9.59603318494288 1 0 0 13 5
31.9420634459639 1 1 0 13 5
12.4362084188992 1 0 0 13 5
13.9979749534286 1 0 0 13 5
24.9493477900286 1 0 0 14 5
31.4982574267945 1 1 0 14 5
22.2281439482416 1 1 0 14 5
30.3773551575892 1 0 0 14 5
20.9888735474346 1 1 1 14 5
30.4884282353536 1 0 0 14 5
10.8427912793289 1 0 0 14 5
30.3922832643787 1 1 1 14 5
17.4092342838639 1 1 0 14 5
12.3641773814687 1 0 0 14 5
37.0529177263934 1 0 0 14 5
17.0078925318640 1 0 0 14 5
33.0982402843736 1 0 0 14 5
21.1807373857629 1 0 0 14 5
24.8233206998997 1 0 0 14 5
61.9328202356369 1 0 0 14 5
5.9398789632588 1 0 0 14 5
20.7886320194098 1 0 0 14 5
21.4541176848572 1 0 1 14 5
12.5439441109705 1 0 0 14 5
37.5853113511944 1 0 1 14 5
34.1480551329665 1 0 0 14 5
20.0493068910689 1 0 0 14 5
44.7811326228476 1 0 0 14 5
40.7797417839211 1 0 1 14 5
23.8646118272095 1 0 0 14 5
40.837096420266 1 0 0 14 5
30.523751018124 1 1 0 14 5
43.3229532638602 1 1 0 14 5
17.5410178886647 1 0 0 14 5
35.4938538520081 1 0 0 14 5
4.09565292536523 1 1 1 14 5
19.5885434944593 1 0 0 14 5
37.686749218018 1 1 0 14 5
12.8495656233831 1 1 0 14 5
31.490074773495 1 0 0 14 5
18.7051211751303 1 1 0 14 5
26.0402914011226 1 1 1 14 5
24.4224875402494 1 1 0 14 5
13.1426838559468 1 0 0 14 5
53.3176968390457 1 0 0 14 5
77.481022928779 1 1 0 14 5
13.7578389099151 1 1 0 14 5
27.4609163515807 1 1 0 14 5
18.4108946677457 1 1 1 14 5
18.9134140541540 1 0 0 14 5
75.0500441745037 1 0 1 14 5
20.4840284006671 1 0 0 14 5
24.8852574522995 1 0 0 14 5
28.9902425172635 1 0 0 14 5
21.4796006195807 1 0 0 15 5
15.7893239000647 1 0 0 15 5
15.5129774305391 1 0 0 15 5
23.1905416998262 1 1 0 15 5
22.1426725432163 1 1 1 15 5
20.9252377915100 1 0 0 15 5
21.4762916405195 1 1 0 15 5
14.6275754961004 1 0 0 15 5
14.3029288364079 1 0 0 15 5
27.8689156612170 1 0 1 15 5
22.6695975669745 1 1 0 15 5
6.45141974529791 1 1 0 15 5
29.7951719156439 1 0 0 15 5
13.7361843820104 1 1 0 15 5
10.6862966252858 1 0 0 15 5
24.3751106258633 1 0 1 15 5
18.5813218329958 1 0 0 15 5
19.9274799650292 1 1 0 15 5
63.9144613025798 1 0 0 15 5
46.057876439722 1 1 0 15 5
11.1378856508697 1 0 0 15 5
52.3494762928869 1 0 0 15 5
24.707868971719 1 1 0 15 5
19.6393379841161 1 0 0 15 5
22.0426807108362 1 0 1 15 5
12.1649238620519 1 1 0 15 5
16.9312579265901 1 1 0 15 5
10.0858056053491 1 0 0 15 5
11.8597601586042 1 1 0 15 5
29.020450980515 1 0 0 15 5
16.2053452978104 1 1 0 15 5
22.79650929432 1 0 0 15 5
17.0255947020327 1 1 0 15 5
18.9646802214676 1 0 0 15 5
13.1379769729698 1 1 0 15 5
8.59908331007412 1 0 0 15 5
14.5970067617559 1 1 0 15 5
17.6154308076264 1 0 0 15 5
10.3887996217270 1 0 0 15 5
15.3294285515321 1 1 1 15 5
21.9487758979481 1 0 1 15 5
28.5313170381396 1 1 0 15 5
35.0489626140730 1 0 0 15 5
6.49314511810422 1 0 0 15 5
9.0772980207412 1 0 0 15 5
24.4465038015151 1 0 0 15 5
37.7418456676348 1 0 0 15 5
22.3678769401073 1 0 0 15 5
17.5404414932543 1 0 0 15 5
34.0596551407662 1 0 0 15 5
17.8651193449657 1 1 1 16 5
17.7165817385095 1 1 0 16 5
32.670319002989 1 0 0 16 5
29.0605367314646 1 0 0 16 5
25.2331441747811 1 0 0 16 5
25.3314218005955 1 0 0 16 5
57.2121081550744 1 0 1 16 5
18.6654139983091 1 1 0 16 5
17.4251895935710 1 1 0 16 5
41.7688585626086 1 0 0 16 5
28.3940827741717 1 0 0 16 5
11.2600678547264 1 1 0 16 5
20.1833198530226 1 0 0 16 5
29.4149139024596 1 0 0 16 5
31.3004581231692 1 0 1 16 5
16.2875662816552 1 1 0 16 5
10.9963181762324 1 0 0 16 5
30.0621180897195 1 1 0 16 5
34.7671124582562 1 0 0 16 5
13.8955693171638 1 0 0 16 5
19.5299206546594 1 0 0 16 5
21.5895418136458 1 1 0 16 5
38.8618921895 1 0 0 16 5
11.9082062874612 1 0 0 16 5
21.0569482371812 1 1 1 16 5
15.7537128468874 1 0 0 16 5
